Output format is csv.
p_name,total_qty
spring violet saddle dark blush,569
cornflower slate peach sky metallic,475
medium honeydew smoke bisque navy,755
lime maroon thistle deep violet,809
lavender lime tan drab lime,530
sienna indian beige powder aquamarine,379
thistle spring antique sky turquoise,395
powder navajo salmon salmon grey,733
powder spring blush white rosy,319
dark orchid khaki navy cornflower,576
coral royal dim ghost peru,481
ivory peach chocolate wheat cornsilk,474
magenta burnished ivory pale tan,564
dodger cornsilk snow burlywood slate,436
blush aquamarine drab smoke deep,414
navy mint pink chiffon honeydew,612
pink misty orchid seashell snow,531
cornsilk maroon cornflower slate chiffon,590
black burnished chiffon seashell plum,442
coral linen black orange pink,764
lawn tomato brown snow chartreuse,525
misty sienna seashell honeydew deep,363
drab saddle purple coral deep,758
sky grey mint chartreuse burlywood,472
green lace beige blanched turquoise,506
royal lace orange purple rosy,468
tan navajo sienna green grey,420
steel midnight dodger salmon antique,624
spring snow blanched aquamarine sandy,603
violet white white honeydew cornsilk,582
mint slate thistle brown azure,526
cyan peru navajo sandy papaya,665
midnight antique almond sienna coral,568
dark thistle peru frosted frosted,616
black aquamarine chartreuse almond yellow,443
deep sky midnight azure drab,711
salmon lime midnight slate blush,505
cornflower salmon moccasin firebrick olive,529
burlywood thistle black rose orchid,436
peach blue salmon black salmon,408
salmon dodger spring blanched almond,548
medium wheat azure sky dodger,751
forest mint slate chocolate ivory,478
cornflower aquamarine green medium tomato,487
tan indian almond brown cornsilk,540
grey lime goldenrod lawn cornsilk,604
green light cornflower cyan lace,578
moccasin peach puff medium goldenrod,788
moccasin navy maroon violet seashell,416
antique cyan brown coral khaki,332
azure red spring green cream,517
coral lemon azure chartreuse yellow,504
tan chiffon antique khaki firebrick,515
navy burnished gainsboro gainsboro firebrick,605
sienna drab cornflower rosy frosted,568
burlywood lace papaya gainsboro indian,500
forest almond chiffon tan moccasin,522
firebrick smoke cornflower lemon blanched,478
hot magenta linen almond papaya,692
frosted snow linen hot burlywood,728
burnished grey grey cornflower saddle,400
indian thistle bisque thistle tan,471
blue grey sienna lemon saddle,674
sienna sandy dim chartreuse grey,726
ivory sienna papaya peach burnished,735
violet wheat dark midnight chartreuse,525
drab saddle spring metallic peru,775
misty sky orchid cornsilk grey,531
salmon moccasin ghost salmon frosted,537
slate drab peru burnished burlywood,933
slate purple dim turquoise hot,825
lace burnished lawn tan light,859
cream tan medium wheat dark,398
maroon powder rose dim dim,679
peach dim antique saddle pale,678
azure tan cornsilk lemon magenta,501
midnight powder sandy khaki gainsboro,520
midnight rosy honeydew peru rose,396
cream peach royal blanched medium,496
goldenrod ghost navajo blanched frosted,943
burnished gainsboro linen saddle beige,755
mint burnished papaya burlywood navajo,611
spring navy peru orchid goldenrod,495
dark indian thistle olive blue,759
dim burlywood cornsilk moccasin pink,502
orange saddle dim almond green,292
coral papaya cream lavender burnished,660
chiffon powder beige lavender firebrick,402
orchid deep purple red lime,303
smoke slate orchid almond khaki,556
navajo thistle brown mint mint,498
lavender chartreuse sienna lime tomato,654
puff orchid salmon peru rose,524
sky sienna slate frosted grey,450
steel beige orange floral blanched,572
cornflower blush antique royal tomato,670
orange firebrick purple smoke maroon,451
snow ghost deep black blanched,669
violet lime grey orange bisque,291
moccasin hot tan hot deep,547
gainsboro purple peru drab thistle,633
moccasin slate lime goldenrod bisque,533
purple ivory indian rose pink,874
saddle ghost cornflower blue burnished,698
drab antique khaki grey papaya,840
ivory rosy linen blush cyan,608
green dark black dark puff,390
papaya frosted pink firebrick hot,578
khaki frosted indian lawn peach,256
magenta powder tomato azure smoke,412
honeydew dark puff moccasin thistle,411
beige khaki lemon slate forest,615
peru deep orange sandy lime,370
magenta puff puff khaki brown,462
antique smoke salmon purple mint,509
sienna dark coral tomato ghost,683
khaki spring sandy dark saddle,616
plum sky orchid grey drab,400
hot brown violet wheat sandy,449
sandy peru firebrick salmon azure,643
khaki magenta hot medium indian,597
sky dim cyan orchid smoke,504
chiffon beige saddle light cream,697
snow white lime metallic lavender,824
bisque yellow deep sky orange,476
bisque floral beige cornsilk plum,752
deep steel midnight puff orange,450
papaya beige papaya puff plum,536
firebrick salmon magenta dim royal,573
snow cornflower blanched sky dim,616
orange black floral olive royal,705
white violet goldenrod indian steel,279
indian blanched lace plum burnished,577
plum blanched dodger khaki honeydew,504
spring peach spring deep tan,656
almond magenta dodger orchid forest,560
puff deep white chocolate powder,668
khaki peach saddle khaki frosted,612
frosted pale steel pale ivory,539
white gainsboro snow sky smoke,391
rosy green green aquamarine forest,535
blanched lemon blush chartreuse mint,588
frosted khaki metallic maroon ghost,544
frosted powder navajo orange white,410
orchid lawn steel grey cornflower,447
violet firebrick hot chiffon olive,595
dark goldenrod steel indian beige,537
medium medium chocolate violet pale,628
wheat orange forest orchid goldenrod,539
chocolate sienna indian misty firebrick,771
floral turquoise black dim mint,677
honeydew navy dim puff blue,398
peru antique khaki brown linen,526
floral moccasin pale chiffon ivory,661
violet white aquamarine rosy pale,356
peru mint brown burnished brown,726
brown olive lavender medium indian,537
bisque firebrick magenta cyan puff,612
blush snow brown navajo cornflower,483
azure dodger puff rose cornflower,605
ivory red mint thistle bisque,921
salmon powder azure navajo saddle,502
powder honeydew cyan steel cornsilk,556
medium chocolate maroon lace chartreuse,705
snow lime linen wheat medium,483
mint indian turquoise brown dodger,514
steel white lemon sienna goldenrod,581
powder violet dodger blanched lawn,605
ivory dim moccasin cyan pink,647
dark sandy metallic blush papaya,449
moccasin orange seashell linen orange,425
turquoise pink purple peach chocolate,570
forest yellow lemon tan forest,468
linen cream sky olive cornflower,591
dodger burlywood sky aquamarine dodger,397
medium burlywood honeydew chartreuse chocolate,851
bisque rose lime burnished coral,531
plum seashell slate smoke navy,351
cyan dark seashell azure smoke,461
coral snow linen ivory saddle,694
thistle floral spring goldenrod ghost,787
rose sky red wheat pink,600
coral dark steel magenta olive,604
green almond chocolate honeydew firebrick,399
light ghost ivory burlywood aquamarine,693
dim aquamarine lace blanched lavender,563
lime ghost dim red green,518
blue purple smoke magenta chartreuse,589
medium orchid navajo rose cornsilk,552
dodger navajo yellow moccasin seashell,597
dark magenta sky tomato blush,484
lime black powder tomato slate,433
bisque mint tan spring firebrick,710
khaki bisque blue peach chartreuse,647
goldenrod almond frosted light turquoise,509
blue rosy frosted floral mint,684
peru mint blush lemon orange,750
yellow hot moccasin purple honeydew,417
chartreuse spring floral blush lace,649
firebrick coral violet maroon snow,665
antique floral honeydew rosy beige,672
forest floral blue spring royal,407
tomato snow lawn cyan aquamarine,525
cornflower forest cornflower navajo peach,930
dim salmon purple goldenrod bisque,463
lemon grey drab aquamarine sienna,766
light violet metallic midnight firebrick,673
royal metallic cream azure lemon,328
smoke light wheat rosy floral,395
tomato yellow salmon snow ivory,608
cornflower orange cyan papaya powder,501
almond rose lavender peach drab,610
turquoise dodger lemon gainsboro bisque,594
indian blanched almond maroon dim,508
dim cream goldenrod rose blue,615
gainsboro plum dodger drab forest,719
chiffon white burlywood olive grey,831
red peru chocolate light salmon,426
gainsboro green drab snow puff,525
moccasin thistle drab navajo pink,589
cream powder pink mint saddle,589
seashell light medium snow firebrick,605
almond sky burlywood light beige,714
lemon drab lace olive dim,679
azure drab bisque peru lime,550
lawn peru saddle cornsilk khaki,751
tan rose misty maroon seashell,748
cream sandy white metallic black,791
salmon white coral tomato orange,529
beige metallic white sky papaya,467
frosted white gainsboro metallic honeydew,526
red peach papaya sandy light,698
burnished lavender light turquoise honeydew,383
white lavender maroon beige moccasin,478
moccasin rosy royal cream ghost,589
chocolate deep coral saddle hot,427
blue burnished metallic chocolate navajo,590
black aquamarine sandy snow chocolate,590
honeydew plum frosted tan papaya,460
grey salmon papaya indian firebrick,702
dodger honeydew orange purple orange,399
misty violet spring blush light,523
pale burnished magenta navajo yellow,649
ivory ivory navajo indian burnished,543
salmon tan firebrick hot beige,646
smoke purple ivory mint smoke,515
sandy puff powder black smoke,509
blanched chartreuse chiffon tomato blanched,822
navy snow drab papaya firebrick,457
goldenrod cornflower midnight turquoise chocolate,373
coral deep honeydew cornflower bisque,509
brown maroon tan rose violet,504
dim rosy rosy thistle mint,475
slate tan magenta coral blue,327
tan azure blush sienna almond,613
burlywood thistle sandy bisque floral,472
brown pale burlywood forest sky,473
sienna chartreuse midnight drab misty,408
yellow maroon aquamarine navajo khaki,568
seashell linen dark azure drab,516
yellow frosted green sky papaya,440
red blue tan maroon olive,371
bisque burnished papaya tan midnight,427
black lavender firebrick sandy sandy,463
thistle royal plum bisque lawn,716
sienna magenta salmon dodger dark,719
almond metallic sky chiffon cornflower,584
black burnished slate mint blanched,497
mint antique smoke medium firebrick,640
indian firebrick seashell white firebrick,364
wheat lavender almond blanched chiffon,422
snow seashell indian medium turquoise,631
seashell deep lace cornsilk antique,411
burlywood coral puff dodger tomato,785
wheat firebrick powder snow cornsilk,453
turquoise cornflower honeydew ivory lavender,592
lavender sky grey medium peru,224
antique peach seashell sienna ivory,581
goldenrod purple lemon gainsboro navajo,724
black dim antique lemon gainsboro,423
lemon coral grey turquoise violet,515
peru royal dodger blanched navy,498
drab cornsilk black tan chocolate,292
plum antique thistle lace misty,568
metallic chartreuse cyan blanched lavender,724
burnished light beige plum blue,452
pale steel honeydew blush navy,657
rosy slate forest chiffon snow,639
turquoise gainsboro orange dim violet,421
honeydew antique antique tomato sky,507
saddle frosted steel firebrick rosy,467
brown powder tomato burlywood white,574
ivory ghost lawn turquoise white,650
firebrick peru blanched peru goldenrod,342
forest snow white coral lime,462
saddle medium khaki lemon cornsilk,420
royal mint royal lavender magenta,598
ivory pale blush burlywood papaya,670
gainsboro almond rose honeydew powder,402
aquamarine chiffon chartreuse cornflower azure,538
pale spring thistle azure lemon,650
lime beige turquoise saddle red,794
pale rose maroon almond antique,613
indian cornsilk cyan spring tomato,265
salmon ivory chartreuse puff peru,514
drab goldenrod steel slate steel,470
purple frosted chocolate aquamarine dark,732
moccasin drab chiffon papaya blue,506
rose powder chartreuse chartreuse linen,712
powder antique medium dark chiffon,622
ivory burlywood wheat grey slate,515
gainsboro frosted indian dim antique,471
lace orange dodger misty purple,442
papaya pale cyan firebrick pink,451
linen gainsboro pink moccasin mint,639
dodger almond dark blue floral,579
