Output format is csv.
o_orderkey,o_orderpriority
8672,3-MEDIUM
8674,4-NOT SPECIFIED
8677,4-NOT SPECIFIED
8678,2-HIGH
8679,1-URGENT
8704,3-MEDIUM
8705,1-URGENT
8706,2-HIGH
8710,5-LOW
8711,5-LOW
8737,5-LOW
8739,4-NOT SPECIFIED
8769,2-HIGH
8770,2-HIGH
8772,4-NOT SPECIFIED
8773,1-URGENT
8774,4-NOT SPECIFIED
8775,5-LOW
8800,4-NOT SPECIFIED
8801,3-MEDIUM
8804,3-MEDIUM
8805,4-NOT SPECIFIED
8806,1-URGENT
8832,5-LOW
8834,1-URGENT
8835,3-MEDIUM
8838,4-NOT SPECIFIED
8864,2-HIGH
8866,2-HIGH
8868,3-MEDIUM
8870,4-NOT SPECIFIED
8896,2-HIGH
8899,1-URGENT
8900,4-NOT SPECIFIED
8901,1-URGENT
8902,1-URGENT
8930,2-HIGH
8931,4-NOT SPECIFIED
8932,3-MEDIUM
8933,2-HIGH
8935,1-URGENT
8960,1-URGENT
8961,1-URGENT
8965,1-URGENT
8966,4-NOT SPECIFIED
8967,5-LOW
8992,5-LOW
8994,4-NOT SPECIFIED
8995,4-NOT SPECIFIED
8997,5-LOW
8998,1-URGENT
8999,1-URGENT
9024,1-URGENT
9028,2-HIGH
9029,2-HIGH
9031,3-MEDIUM
9056,2-HIGH
9057,2-HIGH
9061,1-URGENT
9062,5-LOW
9063,1-URGENT
9088,4-NOT SPECIFIED
9089,3-MEDIUM
9091,3-MEDIUM
9092,3-MEDIUM
9093,2-HIGH
9094,2-HIGH
9095,1-URGENT
9120,3-MEDIUM
9121,5-LOW
9122,4-NOT SPECIFIED
9126,4-NOT SPECIFIED
9127,1-URGENT
9152,4-NOT SPECIFIED
9154,4-NOT SPECIFIED
9155,2-HIGH
9156,1-URGENT
9157,5-LOW
9184,3-MEDIUM
9185,2-HIGH
9187,2-HIGH
9188,1-URGENT
9189,1-URGENT
9190,3-MEDIUM
9191,1-URGENT
9218,1-URGENT
9221,4-NOT SPECIFIED
9222,4-NOT SPECIFIED
9250,4-NOT SPECIFIED
9251,1-URGENT
9252,1-URGENT
9253,3-MEDIUM
9280,4-NOT SPECIFIED
9281,5-LOW
9282,5-LOW
9283,4-NOT SPECIFIED
9284,1-URGENT
9285,4-NOT SPECIFIED
9312,1-URGENT
9314,4-NOT SPECIFIED
9315,1-URGENT
9319,1-URGENT
9344,3-MEDIUM
9345,5-LOW
9347,2-HIGH
9348,5-LOW
9350,4-NOT SPECIFIED
9376,1-URGENT
9377,4-NOT SPECIFIED
9378,1-URGENT
9379,4-NOT SPECIFIED
9382,3-MEDIUM
9383,2-HIGH
9408,1-URGENT
9413,1-URGENT
9441,2-HIGH
9442,1-URGENT
9443,5-LOW
9444,2-HIGH
9445,4-NOT SPECIFIED
9446,4-NOT SPECIFIED
9447,5-LOW
9472,2-HIGH
9473,5-LOW
9474,5-LOW
9475,2-HIGH
9477,5-LOW
9479,1-URGENT
9504,2-HIGH
9505,2-HIGH
9506,5-LOW
9509,4-NOT SPECIFIED
9510,5-LOW
9511,1-URGENT
9536,1-URGENT
9538,5-LOW
9539,1-URGENT
9540,3-MEDIUM
9542,1-URGENT
9543,2-HIGH
9568,5-LOW
9569,3-MEDIUM
9571,3-MEDIUM
9573,2-HIGH
9574,1-URGENT
9600,2-HIGH
9602,1-URGENT
9603,4-NOT SPECIFIED
9604,4-NOT SPECIFIED
9607,1-URGENT
9632,2-HIGH
9633,1-URGENT
9634,3-MEDIUM
9635,3-MEDIUM
9638,5-LOW
9665,5-LOW
9666,1-URGENT
9667,5-LOW
9670,1-URGENT
9696,1-URGENT
9697,5-LOW
9698,1-URGENT
9701,1-URGENT
9703,1-URGENT
9728,3-MEDIUM
9730,2-HIGH
9732,5-LOW
9733,5-LOW
9734,5-LOW
9760,2-HIGH
9762,4-NOT SPECIFIED
9763,3-MEDIUM
9764,3-MEDIUM
9792,5-LOW
9795,3-MEDIUM
9796,3-MEDIUM
9798,1-URGENT
9824,2-HIGH
9826,4-NOT SPECIFIED
9827,2-HIGH
9830,4-NOT SPECIFIED
9831,4-NOT SPECIFIED
9856,5-LOW
9857,3-MEDIUM
9859,5-LOW
9860,1-URGENT
9861,1-URGENT
9862,1-URGENT
9863,3-MEDIUM
9888,5-LOW
9889,2-HIGH
9891,2-HIGH
9892,1-URGENT
9893,1-URGENT
9895,5-LOW
9920,2-HIGH
9923,3-MEDIUM
9924,2-HIGH
9926,1-URGENT
9927,1-URGENT
9952,3-MEDIUM
9953,1-URGENT
9954,4-NOT SPECIFIED
9955,2-HIGH
9957,3-MEDIUM
9958,1-URGENT
9959,1-URGENT
9984,2-HIGH
9986,1-URGENT
9988,5-LOW
9989,4-NOT SPECIFIED
10019,2-HIGH
10021,4-NOT SPECIFIED
10023,1-URGENT
10048,4-NOT SPECIFIED
10049,1-URGENT
10050,1-URGENT
10051,3-MEDIUM
10052,5-LOW
10054,1-URGENT
10055,1-URGENT
10082,3-MEDIUM
10083,3-MEDIUM
10085,1-URGENT
10086,1-URGENT
10087,4-NOT SPECIFIED
10115,1-URGENT
10116,5-LOW
10117,1-URGENT
10145,3-MEDIUM
10146,1-URGENT
10148,1-URGENT
10151,5-LOW
10176,1-URGENT
10178,5-LOW
10179,4-NOT SPECIFIED
10180,1-URGENT
10213,5-LOW
10215,1-URGENT
10240,1-URGENT
10242,1-URGENT
10243,5-LOW
10245,2-HIGH
10246,5-LOW
10247,5-LOW
10277,1-URGENT
10278,5-LOW
10279,4-NOT SPECIFIED
10305,4-NOT SPECIFIED
10306,5-LOW
10307,5-LOW
10308,3-MEDIUM
10309,1-URGENT
10338,2-HIGH
10340,1-URGENT
10341,5-LOW
10369,4-NOT SPECIFIED
10370,1-URGENT
10371,2-HIGH
10374,4-NOT SPECIFIED
10375,1-URGENT
10401,1-URGENT
10402,1-URGENT
10403,3-MEDIUM
10404,1-URGENT
10405,3-MEDIUM
10406,1-URGENT
10432,3-MEDIUM
10433,5-LOW
10435,1-URGENT
10437,1-URGENT
10438,1-URGENT
10464,5-LOW
10465,3-MEDIUM
10467,5-LOW
10468,3-MEDIUM
10469,3-MEDIUM
10470,3-MEDIUM
10471,4-NOT SPECIFIED
10496,2-HIGH
10497,4-NOT SPECIFIED
10500,4-NOT SPECIFIED
10501,5-LOW
10502,5-LOW
10503,1-URGENT
10530,2-HIGH
10533,5-LOW
10534,3-MEDIUM
10535,4-NOT SPECIFIED
10560,1-URGENT
10561,1-URGENT
10564,1-URGENT
10565,5-LOW
10566,1-URGENT
10567,3-MEDIUM
10593,1-URGENT
10594,1-URGENT
10597,2-HIGH
10624,5-LOW
10625,3-MEDIUM
10626,5-LOW
10627,2-HIGH
10628,3-MEDIUM
10656,5-LOW
10657,3-MEDIUM
10658,5-LOW
10659,1-URGENT
10660,1-URGENT
10661,4-NOT SPECIFIED
10662,3-MEDIUM
10663,5-LOW
10688,1-URGENT
10689,4-NOT SPECIFIED
10690,2-HIGH
10691,1-URGENT
10692,3-MEDIUM
10693,1-URGENT
10695,1-URGENT
10722,1-URGENT
10723,1-URGENT
10724,5-LOW
10725,4-NOT SPECIFIED
10753,5-LOW
10754,4-NOT SPECIFIED
10759,3-MEDIUM
10784,1-URGENT
10787,1-URGENT
10788,1-URGENT
10789,2-HIGH
10791,2-HIGH
10817,2-HIGH
10819,1-URGENT
10820,1-URGENT
10821,4-NOT SPECIFIED
10822,4-NOT SPECIFIED
10850,4-NOT SPECIFIED
10852,1-URGENT
10853,1-URGENT
10880,2-HIGH
10883,2-HIGH
10887,2-HIGH
10915,1-URGENT
10917,2-HIGH
10918,2-HIGH
10919,1-URGENT
10944,5-LOW
10945,1-URGENT
10946,2-HIGH
10948,3-MEDIUM
10950,3-MEDIUM
10951,5-LOW
10977,1-URGENT
10978,5-LOW
10980,1-URGENT
10981,2-HIGH
10983,4-NOT SPECIFIED
11011,1-URGENT
11012,4-NOT SPECIFIED
11013,1-URGENT
11014,2-HIGH
11015,1-URGENT
11042,1-URGENT
11043,2-HIGH
11045,2-HIGH
11047,3-MEDIUM
11073,2-HIGH
11074,2-HIGH
11075,2-HIGH
11076,5-LOW
11077,5-LOW
11079,3-MEDIUM
11105,1-URGENT
11107,2-HIGH
11108,3-MEDIUM
11110,4-NOT SPECIFIED
11140,5-LOW
11141,1-URGENT
11143,3-MEDIUM
11168,3-MEDIUM
11171,2-HIGH
11172,5-LOW
11173,5-LOW
11174,1-URGENT
11175,2-HIGH
11200,5-LOW
11201,1-URGENT
11202,3-MEDIUM
11203,1-URGENT
11204,1-URGENT
11205,4-NOT SPECIFIED
11232,5-LOW
11238,1-URGENT
11239,4-NOT SPECIFIED
11265,3-MEDIUM
11271,4-NOT SPECIFIED
11296,4-NOT SPECIFIED
11298,4-NOT SPECIFIED
11301,1-URGENT
11328,1-URGENT
11329,3-MEDIUM
11332,5-LOW
11335,4-NOT SPECIFIED
11360,4-NOT SPECIFIED
11361,3-MEDIUM
11363,2-HIGH
11365,2-HIGH
11392,4-NOT SPECIFIED
11394,1-URGENT
11396,4-NOT SPECIFIED
11399,1-URGENT
11425,3-MEDIUM
11427,1-URGENT
11456,1-URGENT
11457,2-HIGH
11458,5-LOW
11459,3-MEDIUM
11460,5-LOW
11461,1-URGENT
11462,1-URGENT
11488,1-URGENT
11489,4-NOT SPECIFIED
11490,1-URGENT
11492,2-HIGH
11493,4-NOT SPECIFIED
11495,1-URGENT
11521,1-URGENT
11525,2-HIGH
11526,3-MEDIUM
11527,4-NOT SPECIFIED
11553,2-HIGH
11554,3-MEDIUM
11555,5-LOW
11556,4-NOT SPECIFIED
11558,3-MEDIUM
11586,1-URGENT
11587,4-NOT SPECIFIED
11589,1-URGENT
11591,2-HIGH
11623,2-HIGH
11648,5-LOW
11650,3-MEDIUM
11651,4-NOT SPECIFIED
11652,3-MEDIUM
11654,1-URGENT
11655,2-HIGH
11680,1-URGENT
11681,2-HIGH
11682,3-MEDIUM
11683,4-NOT SPECIFIED
11684,1-URGENT
11687,3-MEDIUM
11712,4-NOT SPECIFIED
11715,1-URGENT
11718,1-URGENT
11719,1-URGENT
11745,1-URGENT
11749,3-MEDIUM
11776,3-MEDIUM
11778,4-NOT SPECIFIED
11779,3-MEDIUM
11781,3-MEDIUM
11782,2-HIGH
11809,2-HIGH
11811,1-URGENT
11813,4-NOT SPECIFIED
11814,1-URGENT
11815,1-URGENT
11844,2-HIGH
11847,1-URGENT
11872,1-URGENT
11873,5-LOW
11875,1-URGENT
11876,5-LOW
11878,1-URGENT
11879,3-MEDIUM
11904,4-NOT SPECIFIED
11906,4-NOT SPECIFIED
11907,5-LOW
11908,4-NOT SPECIFIED
11910,1-URGENT
11911,1-URGENT
11937,1-URGENT
11939,1-URGENT
11941,5-LOW
11943,2-HIGH
11968,4-NOT SPECIFIED
11969,1-URGENT
11970,2-HIGH
11972,5-LOW
11973,4-NOT SPECIFIED
11975,1-URGENT
12002,1-URGENT
12003,4-NOT SPECIFIED
12004,1-URGENT
12005,2-HIGH
12006,1-URGENT
12007,1-URGENT
12032,4-NOT SPECIFIED
12035,4-NOT SPECIFIED
12036,1-URGENT
12037,1-URGENT
12038,1-URGENT
12039,3-MEDIUM
12065,3-MEDIUM
12066,4-NOT SPECIFIED
12067,1-URGENT
12069,1-URGENT
12071,1-URGENT
12096,3-MEDIUM
12097,5-LOW
12098,2-HIGH
12101,5-LOW
12133,1-URGENT
12162,4-NOT SPECIFIED
12192,4-NOT SPECIFIED
12193,4-NOT SPECIFIED
12194,1-URGENT
12195,3-MEDIUM
12197,1-URGENT
12198,1-URGENT
12199,4-NOT SPECIFIED
12224,1-URGENT
12227,2-HIGH
12229,4-NOT SPECIFIED
12230,3-MEDIUM
12256,2-HIGH
12257,4-NOT SPECIFIED
12258,1-URGENT
12259,2-HIGH
12261,4-NOT SPECIFIED
12290,2-HIGH
12291,1-URGENT
12292,1-URGENT
12294,1-URGENT
12320,3-MEDIUM
12321,1-URGENT
12322,4-NOT SPECIFIED
12323,2-HIGH
12324,5-LOW
12326,2-HIGH
12327,1-URGENT
12352,5-LOW
12353,1-URGENT
12354,3-MEDIUM
12359,1-URGENT
12386,4-NOT SPECIFIED
12387,5-LOW
12388,4-NOT SPECIFIED
12418,2-HIGH
12419,5-LOW
12420,5-LOW
12422,4-NOT SPECIFIED
12423,2-HIGH
12448,1-URGENT
12449,5-LOW
12450,2-HIGH
12452,3-MEDIUM
12481,4-NOT SPECIFIED
12482,2-HIGH
12483,1-URGENT
12484,5-LOW
12486,1-URGENT
12487,5-LOW
12514,5-LOW
12515,1-URGENT
12516,2-HIGH
12519,1-URGENT
12544,4-NOT SPECIFIED
12545,5-LOW
12547,3-MEDIUM
12548,2-HIGH
12551,3-MEDIUM
12576,2-HIGH
12579,2-HIGH
12580,4-NOT SPECIFIED
12581,3-MEDIUM
12582,5-LOW
12608,1-URGENT
12609,5-LOW
12610,3-MEDIUM
12611,2-HIGH
12612,5-LOW
12614,1-URGENT
12615,1-URGENT
12641,3-MEDIUM
12642,1-URGENT
12643,1-URGENT
12647,1-URGENT
12674,1-URGENT
12675,2-HIGH
12677,1-URGENT
12678,3-MEDIUM
12679,1-URGENT
12704,1-URGENT
12705,1-URGENT
12708,2-HIGH
12709,1-URGENT
12710,5-LOW
12711,5-LOW
12737,1-URGENT
12738,1-URGENT
12739,5-LOW
12740,1-URGENT
12741,5-LOW
12742,3-MEDIUM
12769,1-URGENT
12770,5-LOW
12771,1-URGENT
12774,1-URGENT
12775,5-LOW
12802,5-LOW
12803,2-HIGH
12804,5-LOW
12805,1-URGENT
12807,5-LOW
12832,2-HIGH
12833,2-HIGH
12834,1-URGENT
12835,2-HIGH
12837,4-NOT SPECIFIED
12839,3-MEDIUM
12864,4-NOT SPECIFIED
12866,2-HIGH
12896,5-LOW
12897,2-HIGH
12898,2-HIGH
12900,1-URGENT
12901,3-MEDIUM
12930,2-HIGH
12931,5-LOW
12934,2-HIGH
12935,2-HIGH
12963,1-URGENT
12964,1-URGENT
12967,2-HIGH
12992,1-URGENT
12993,5-LOW
12994,1-URGENT
12995,1-URGENT
12996,4-NOT SPECIFIED
12997,1-URGENT
12999,1-URGENT
13025,4-NOT SPECIFIED
13028,1-URGENT
13030,2-HIGH
13056,1-URGENT
13059,2-HIGH
13061,4-NOT SPECIFIED
13062,1-URGENT
13063,5-LOW
13088,1-URGENT
13092,1-URGENT
13093,1-URGENT
13120,1-URGENT
13123,4-NOT SPECIFIED
13126,4-NOT SPECIFIED
13127,3-MEDIUM
13152,5-LOW
13154,2-HIGH
13155,1-URGENT
13158,5-LOW
13159,4-NOT SPECIFIED
13184,1-URGENT
13186,1-URGENT
13188,1-URGENT
13190,4-NOT SPECIFIED
13191,1-URGENT
13216,4-NOT SPECIFIED
13217,1-URGENT
13218,5-LOW
13221,2-HIGH
13223,5-LOW
13248,3-MEDIUM
13249,2-HIGH
13250,1-URGENT
13252,5-LOW
13254,2-HIGH
13280,5-LOW
13281,1-URGENT
13283,5-LOW
13284,4-NOT SPECIFIED
13285,5-LOW
13286,4-NOT SPECIFIED
13313,1-URGENT
13314,5-LOW
13315,1-URGENT
13318,4-NOT SPECIFIED
13344,1-URGENT
13348,2-HIGH
13349,1-URGENT
13350,2-HIGH
13377,4-NOT SPECIFIED
13378,2-HIGH
13380,5-LOW
13382,1-URGENT
13383,2-HIGH
13408,2-HIGH
13410,1-URGENT
13411,4-NOT SPECIFIED
13413,2-HIGH
13414,2-HIGH
13415,3-MEDIUM
13440,4-NOT SPECIFIED
13443,3-MEDIUM
13444,4-NOT SPECIFIED
13445,4-NOT SPECIFIED
13447,3-MEDIUM
13473,3-MEDIUM
13474,3-MEDIUM
13475,3-MEDIUM
13476,2-HIGH
13479,4-NOT SPECIFIED
13504,4-NOT SPECIFIED
13505,1-URGENT
13507,1-URGENT
13508,4-NOT SPECIFIED
13509,3-MEDIUM
13510,4-NOT SPECIFIED
13511,4-NOT SPECIFIED
13537,3-MEDIUM
13538,2-HIGH
13539,4-NOT SPECIFIED
13540,5-LOW
13568,5-LOW
13570,1-URGENT
13571,2-HIGH
13573,1-URGENT
13574,1-URGENT
13600,2-HIGH
13602,4-NOT SPECIFIED
13603,5-LOW
13605,4-NOT SPECIFIED
13606,5-LOW
13635,1-URGENT
13637,1-URGENT
13638,3-MEDIUM
13639,2-HIGH
13666,1-URGENT
13667,1-URGENT
13669,2-HIGH
13670,1-URGENT
13671,3-MEDIUM
13696,1-URGENT
13698,2-HIGH
13701,1-URGENT
13703,1-URGENT
13729,3-MEDIUM
13730,1-URGENT
13732,4-NOT SPECIFIED
13733,4-NOT SPECIFIED
13734,3-MEDIUM
13760,1-URGENT
13762,3-MEDIUM
13764,2-HIGH
13765,3-MEDIUM
13794,1-URGENT
13795,4-NOT SPECIFIED
13796,3-MEDIUM
13797,1-URGENT
13825,2-HIGH
13827,1-URGENT
13828,1-URGENT
13829,3-MEDIUM
13831,4-NOT SPECIFIED
13856,1-URGENT
13858,1-URGENT
13860,5-LOW
13861,3-MEDIUM
13862,4-NOT SPECIFIED
13888,2-HIGH
13891,4-NOT SPECIFIED
13892,1-URGENT
13894,3-MEDIUM
13920,4-NOT SPECIFIED
13921,2-HIGH
13922,5-LOW
13923,2-HIGH
13924,2-HIGH
13925,1-URGENT
13927,2-HIGH
13953,4-NOT SPECIFIED
13954,5-LOW
13955,1-URGENT
13956,1-URGENT
13959,4-NOT SPECIFIED
13984,5-LOW
13985,1-URGENT
13986,1-URGENT
13987,3-MEDIUM
13988,2-HIGH
13989,2-HIGH
14016,1-URGENT
14017,1-URGENT
14019,1-URGENT
14021,1-URGENT
14022,5-LOW
14023,2-HIGH
14048,3-MEDIUM
14049,3-MEDIUM
14050,1-URGENT
14051,5-LOW
14052,4-NOT SPECIFIED
14053,1-URGENT
14054,4-NOT SPECIFIED
14055,3-MEDIUM
14080,3-MEDIUM
14082,5-LOW
14084,5-LOW
14086,1-URGENT
14087,5-LOW
14112,4-NOT SPECIFIED
14113,1-URGENT
14114,2-HIGH
14116,5-LOW
14117,2-HIGH
14145,5-LOW
14146,4-NOT SPECIFIED
14147,1-URGENT
14148,3-MEDIUM
14149,5-LOW
14150,4-NOT SPECIFIED
14176,5-LOW
14177,3-MEDIUM
14179,5-LOW
14182,1-URGENT
14183,1-URGENT
14212,1-URGENT
14215,3-MEDIUM
14241,3-MEDIUM
14243,4-NOT SPECIFIED
14244,3-MEDIUM
14246,2-HIGH
14272,5-LOW
14273,1-URGENT
14274,2-HIGH
14275,4-NOT SPECIFIED
14276,4-NOT SPECIFIED
14278,5-LOW
14279,1-URGENT
14304,5-LOW
14306,1-URGENT
14307,1-URGENT
14308,2-HIGH
14309,4-NOT SPECIFIED
14311,5-LOW
14336,1-URGENT
14337,1-URGENT
14338,1-URGENT
14341,1-URGENT
14342,2-HIGH
14368,3-MEDIUM
14370,2-HIGH
14371,1-URGENT
14372,2-HIGH
14373,5-LOW
14374,4-NOT SPECIFIED
14375,2-HIGH
14402,5-LOW
14404,4-NOT SPECIFIED
14405,1-URGENT
14406,1-URGENT
14407,2-HIGH
14432,1-URGENT
14434,2-HIGH
14436,1-URGENT
14438,1-URGENT
14465,4-NOT SPECIFIED
14467,4-NOT SPECIFIED
14468,4-NOT SPECIFIED
14469,3-MEDIUM
14471,4-NOT SPECIFIED
14498,5-LOW
14500,2-HIGH
14501,4-NOT SPECIFIED
14528,5-LOW
14529,4-NOT SPECIFIED
14531,5-LOW
14532,3-MEDIUM
14534,3-MEDIUM
14562,5-LOW
14566,4-NOT SPECIFIED
14593,2-HIGH
14594,5-LOW
14595,5-LOW
14596,1-URGENT
14598,4-NOT SPECIFIED
14599,1-URGENT
14624,2-HIGH
14625,1-URGENT
14626,3-MEDIUM
14627,1-URGENT
14630,1-URGENT
14656,1-URGENT
14659,3-MEDIUM
14660,2-HIGH
14662,4-NOT SPECIFIED
14663,1-URGENT
14689,2-HIGH
14690,4-NOT SPECIFIED
14691,1-URGENT
14692,1-URGENT
14693,1-URGENT
14695,1-URGENT
14720,4-NOT SPECIFIED
14722,2-HIGH
14723,3-MEDIUM
14725,2-HIGH
14726,1-URGENT
14727,4-NOT SPECIFIED
14752,5-LOW
14753,1-URGENT
14754,1-URGENT
14756,1-URGENT
14757,1-URGENT
14759,3-MEDIUM
14786,1-URGENT
14787,2-HIGH
14789,4-NOT SPECIFIED
14791,1-URGENT
14817,1-URGENT
14819,4-NOT SPECIFIED
14820,3-MEDIUM
14821,2-HIGH
14822,4-NOT SPECIFIED
14823,1-URGENT
14849,1-URGENT
14854,2-HIGH
14855,1-URGENT
14880,3-MEDIUM
14882,4-NOT SPECIFIED
14883,2-HIGH
14884,1-URGENT
14885,2-HIGH
14913,5-LOW
14919,1-URGENT
14944,5-LOW
14945,5-LOW
14946,3-MEDIUM
14948,2-HIGH
14949,1-URGENT
14951,1-URGENT
14976,5-LOW
14978,1-URGENT
14979,1-URGENT
14980,5-LOW
14982,1-URGENT
14983,4-NOT SPECIFIED
15008,3-MEDIUM
15010,1-URGENT
15041,2-HIGH
15043,4-NOT SPECIFIED
15044,5-LOW
15045,4-NOT SPECIFIED
15072,4-NOT SPECIFIED
15075,5-LOW
15078,1-URGENT
15079,1-URGENT
15104,3-MEDIUM
15109,1-URGENT
15110,4-NOT SPECIFIED
15111,4-NOT SPECIFIED
15136,1-URGENT
15140,1-URGENT
15142,1-URGENT
15143,1-URGENT
15169,1-URGENT
15170,1-URGENT
15171,5-LOW
15175,4-NOT SPECIFIED
15200,1-URGENT
15201,1-URGENT
15202,3-MEDIUM
15203,2-HIGH
15204,3-MEDIUM
15205,4-NOT SPECIFIED
15206,4-NOT SPECIFIED
15207,4-NOT SPECIFIED
15232,5-LOW
15233,5-LOW
15234,3-MEDIUM
15235,2-HIGH
15236,3-MEDIUM
15239,4-NOT SPECIFIED
15264,4-NOT SPECIFIED
15265,2-HIGH
15268,1-URGENT
15296,2-HIGH
15297,2-HIGH
15301,1-URGENT
15302,2-HIGH
15329,5-LOW
15330,5-LOW
15331,1-URGENT
15332,3-MEDIUM
15334,3-MEDIUM
15335,2-HIGH
15360,5-LOW
15361,5-LOW
15364,4-NOT SPECIFIED
15365,4-NOT SPECIFIED
15366,3-MEDIUM
15392,1-URGENT
15393,5-LOW
15394,3-MEDIUM
15395,1-URGENT
15397,2-HIGH
15399,2-HIGH
15425,2-HIGH
15428,4-NOT SPECIFIED
15429,5-LOW
15430,2-HIGH
15456,4-NOT SPECIFIED
15457,3-MEDIUM
15458,1-URGENT
15460,5-LOW
15461,1-URGENT
15462,2-HIGH
15463,4-NOT SPECIFIED
15488,2-HIGH
15490,3-MEDIUM
15491,1-URGENT
15492,5-LOW
15493,3-MEDIUM
15494,4-NOT SPECIFIED
15495,3-MEDIUM
15520,1-URGENT
15521,5-LOW
15522,3-MEDIUM
15523,4-NOT SPECIFIED
15524,2-HIGH
15525,1-URGENT
15552,1-URGENT
15554,3-MEDIUM
15557,1-URGENT
15558,4-NOT SPECIFIED
15584,3-MEDIUM
15586,1-URGENT
15589,1-URGENT
15591,3-MEDIUM
15617,1-URGENT
15618,1-URGENT
15619,5-LOW
15620,4-NOT SPECIFIED
15621,3-MEDIUM
15622,3-MEDIUM
15623,1-URGENT
15648,2-HIGH
15649,1-URGENT
15650,2-HIGH
15651,2-HIGH
15652,5-LOW
15653,1-URGENT
15655,1-URGENT
15680,4-NOT SPECIFIED
15683,3-MEDIUM
15684,1-URGENT
15685,3-MEDIUM
15687,1-URGENT
15712,3-MEDIUM
15713,5-LOW
15715,4-NOT SPECIFIED
15716,1-URGENT
15717,1-URGENT
15719,2-HIGH
15744,3-MEDIUM
15745,2-HIGH
15748,3-MEDIUM
15750,5-LOW
15776,3-MEDIUM
15777,5-LOW
15778,5-LOW
15779,3-MEDIUM
15781,3-MEDIUM
15782,1-URGENT
15808,5-LOW
15812,1-URGENT
15813,1-URGENT
15814,4-NOT SPECIFIED
15815,1-URGENT
15841,1-URGENT
15842,1-URGENT
15843,2-HIGH
15845,1-URGENT
15872,3-MEDIUM
15873,3-MEDIUM
15874,4-NOT SPECIFIED
15876,1-URGENT
15877,1-URGENT
15878,1-URGENT
15879,5-LOW
15904,1-URGENT
15905,1-URGENT
15906,3-MEDIUM
15909,5-LOW
15911,3-MEDIUM
15936,3-MEDIUM
15939,1-URGENT
15940,3-MEDIUM
15941,2-HIGH
15943,5-LOW
15968,2-HIGH
15970,2-HIGH
15974,4-NOT SPECIFIED
15975,3-MEDIUM
16001,3-MEDIUM
16002,2-HIGH
16003,4-NOT SPECIFIED
16006,1-URGENT
16033,5-LOW
16034,3-MEDIUM
16037,2-HIGH
16038,1-URGENT
16039,3-MEDIUM
16065,1-URGENT
16066,1-URGENT
16068,3-MEDIUM
16071,5-LOW
16098,4-NOT SPECIFIED
16099,1-URGENT
16101,1-URGENT
16103,1-URGENT
16128,1-URGENT
16129,3-MEDIUM
16130,5-LOW
16131,1-URGENT
16132,5-LOW
16133,3-MEDIUM
16134,2-HIGH
16162,1-URGENT
16164,4-NOT SPECIFIED
16165,1-URGENT
16166,5-LOW
16167,2-HIGH
16193,5-LOW
16194,2-HIGH
16197,4-NOT SPECIFIED
16198,2-HIGH
16199,2-HIGH
16225,5-LOW
16226,1-URGENT
16227,5-LOW
16228,2-HIGH
16230,1-URGENT
16256,3-MEDIUM
16257,1-URGENT
16259,3-MEDIUM
16261,2-HIGH
16262,1-URGENT
16263,2-HIGH
16290,3-MEDIUM
16292,1-URGENT
16294,1-URGENT
16295,1-URGENT
16320,2-HIGH
16325,4-NOT SPECIFIED
16326,1-URGENT
16353,1-URGENT
16356,5-LOW
16357,2-HIGH
16386,3-MEDIUM
16387,1-URGENT
16388,3-MEDIUM
16389,2-HIGH
16416,1-URGENT
16418,4-NOT SPECIFIED
16419,5-LOW
16420,3-MEDIUM
16423,4-NOT SPECIFIED
16448,2-HIGH
16449,2-HIGH
16450,4-NOT SPECIFIED
16454,2-HIGH
16455,1-URGENT
16480,1-URGENT
16481,4-NOT SPECIFIED
16482,5-LOW
16483,5-LOW
16484,3-MEDIUM
16487,3-MEDIUM
16512,1-URGENT
16514,1-URGENT
16515,2-HIGH
16516,1-URGENT
16517,5-LOW
16518,1-URGENT
16519,1-URGENT
16544,1-URGENT
16545,2-HIGH
16549,2-HIGH
16550,3-MEDIUM
16551,4-NOT SPECIFIED
16576,1-URGENT
16577,1-URGENT
16578,2-HIGH
16579,1-URGENT
16581,5-LOW
16582,1-URGENT
16583,2-HIGH
16609,4-NOT SPECIFIED
16611,1-URGENT
16612,1-URGENT
16613,5-LOW
16614,4-NOT SPECIFIED
16615,5-LOW
16640,4-NOT SPECIFIED
16641,4-NOT SPECIFIED
16642,2-HIGH
16643,3-MEDIUM
16646,5-LOW
16672,3-MEDIUM
16674,1-URGENT
16675,4-NOT SPECIFIED
16677,1-URGENT
16679,4-NOT SPECIFIED
16704,1-URGENT
16706,2-HIGH
16711,4-NOT SPECIFIED
16737,2-HIGH
16739,4-NOT SPECIFIED
16740,1-URGENT
16742,3-MEDIUM
16743,1-URGENT
16770,4-NOT SPECIFIED
16771,3-MEDIUM
16775,3-MEDIUM
16800,5-LOW
16801,5-LOW
16802,4-NOT SPECIFIED
16804,1-URGENT
16805,3-MEDIUM
16807,4-NOT SPECIFIED
16832,4-NOT SPECIFIED
16833,1-URGENT
16835,2-HIGH
16836,1-URGENT
16837,1-URGENT
16838,5-LOW
16867,5-LOW
16869,5-LOW
16870,4-NOT SPECIFIED
16899,2-HIGH
16900,1-URGENT
16902,5-LOW
16903,1-URGENT
16929,1-URGENT
16930,4-NOT SPECIFIED
16932,1-URGENT
16935,5-LOW
16963,2-HIGH
16964,2-HIGH
